Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-01,353,87.09575,139.51367,259.92827400529364,190,353.9500016219182,339.01,2.5771144078974797,3.744353148067911,0.06885445063522726,0.06361245430071748,363,44,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9764676094055176,0.9046445488929749,1.4425234260976106e-05,0.0,31.95,0.0,49.087494,0.0,1.2498309968228423,0.0,0.0,1.1099999770617246,50.56000000000001,0.4575361,26.712723,0.010396129669926302,0.6069661585744166,0.0002251078775965918,0.013142666364088538,352.84000164485644,256.5,86.638214,63.713455,2.5667182782275533,1.8875559926706522,0.06862934275763065,0.05046978793662894,127.23000093354337,0.0,22.30923,0.0,0.6609267176881349,0.0,0.017671969156356902,0.0,28.49000021768638,339.01,7.722551,139.51367,0.2287860091459953,3.7443531480679106,0.006117318590442875,0.06361245430071748,198.23000047068842,0.0,57.06397,0.0,1.6874017093166243,0.0,0.045065163643868276,0.0
2025-12-02,353,92.088684,154.50398,233.13991157904695,213,353.97000120683975,344.9,2.712837209401693,4.141509486195748,0.07227930512622255,0.06960145445036116,321,43,0.07739653729678263,0.5638629283489096,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0166335105896,0.9028035402297974,-2.1183627284330355e-05,0.0,35.45,0.0,55.37884,0.0,1.4100169274016072,0.0,0.0,4.650000148316632,50.2,2.2241738,29.717247,0.05053764938284078,0.6752347911976535,0.0010942940644729992,0.014620890230485083,349.3200010585231,259.25,89.86452,69.40789,2.6622995600188517,2.0562577675964873,0.07118501106174953,0.0549805642198761,110.19999902911852,0.0,23.07258,0.0,0.6835415432008648,0.0,0.018276648144574068,0.0,38.730000215902464,344.9,10.715348,154.50398,0.3174497873096143,4.141509486195749,0.00848802552520608,0.06960145445036119,205.04000196181875,0.0,58.30076,0.0,1.7118459353977642,0.0,0.04551463296732399,0.0
2025-12-03,353,102.151535,150.82274,216.76576451046532,214,353.7199999572143,350.34000000000003,2.919989415341628,4.058508148272977,0.07629570722119736,0.07286283570303413,386,44,0.21098856964558496,0.8031088082901554,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.033569812774658,0.9021458625793456,4.655880912965421e-05,0.0,31.589999999999996,0.0,47.123817,0.0,1.1998331608946333,0.0,0.0,46.839999645314926,53.22,15.400692,30.922356,0.34993431230902555,0.7026173849754895,0.007577143883649353,0.01521380680272153,306.8800003118994,265.53,86.75085,72.77657,2.570055103032603,2.1560576024028544,0.068718563337548,0.05764902890031262,50.32999954451712,0.0,17.600897,0.0,0.5062118496741562,0.0,0.013280328722609524,0.0,37.19000008703008,350.34000000000003,8.085376,150.82274,0.23572701648334804,4.058508148272977,0.006239176469558135,0.07286283570303416,266.20000032566713,0.0,76.46526,0.0,2.1780504650075763,0.0,0.056776199847172706,0.0
2025-12-04,353,104.8181,146.51205,282.099746371666,202,353.949989190349,342.20000000000005,3.027454582744576,3.918577142952922,0.07964555965047833,0.06469490470192137,369,42,0.2551576759147705,0.8997289972899729,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.079571485519409,0.9001165628433228,5.497867484790751e-06,0.0,31.779999999999998,0.0,54.032516,0.0,1.3757377559862316,0.0,0.0,17.159999636125292,52.07,11.277323,28.525572,0.2562431676530983,0.6481576922839811,0.005548445185892483,0.01403458855270186,336.7899895542237,258.35,93.54077,63.953976,2.7712114150914777,1.8946816946827088,0.07409711446458583,0.05066031614921948,96.09999689306977,0.0,26.713717,0.0,0.7914127171376332,0.0,0.02116092564108479,0.0,35.559998966500075,342.20000000000005,11.52521,146.51205,0.33194868557831375,3.918577142952922,0.008716806361175155,0.06469490470192135,222.28999333077917,0.0,66.57917,0.0,1.9040932647884536,0.0,0.04976782991454077,0.0
2025-12-05,353,70.24728,114.29739,342.43584230594547,158,353.9899926834552,242.95999999999998,2.0758317140545044,3.078457306288484,0.055415341797616056,0.048517875586861374,499,36,0.26019359198094255,0.9438877755511023,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.063711166381836,0.9009536504745485,-0.0001659238199263,0.0,31.500000000000004,0.0,46.875015,0.0,1.1934985301602667,0.0,0.0,12.969999680869428,32.129999999999995,0.7667541,16.292206,0.017422177024698254,0.37019130013796486,0.0003772432066220785,0.008015769380007254,341.0199930025858,179.33,69.48053,51.13017,2.0584095370298052,1.5147674759902525,0.05503809859099398,0.04050210620685412,28.009999325381266,0.0,4.6382294,0.0,0.13741082067543506,0.0,0.0036741135132500502,0.0,17.06999968372273,242.95999999999998,3.2320385,114.29739,0.09575141595076707,3.0784573062884837,0.0025602173797396677,0.04851787558686138,308.9099936743512,0.0,62.37701,0.0,1.8426695268715327,0.0,0.049181012226647725,0.0
2025-12-06,353,117.66862,112.400635,271.2107951298127,151,353.9899999999982,226.74999999999997,3.442651173847353,2.9845873444182978,0.09132441188814236,0.04725338007508681,394,29,0.20707212604693423,0.7106598984771574,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9284075498580933,0.9075268507003784,-0.000411932438143,0.0,26.46,0.0,43.805103,0.0,1.1153345094643297,0.0,0.0,15.659999516516399,36.72,6.281337,23.601519,0.14272446802896122,0.5362733728476192,0.003090419521415014,0.011611952198182719,338.33000048348174,163.56999999999996,111.387276,44.994015,3.2999267058183923,1.332979462106349,0.08823399236672735,0.035641427876904094,75.58999802665726,0.0,25.831223,0.0,0.7578864519258359,0.0,0.020140948748840117,0.0,26.099999293611976,226.74999999999997,7.916471,112.400635,0.23453107248928587,2.9845873444182978,0.0062709310553150455,0.04725338007508681,252.30000267972895,0.0,83.92091,0.0,2.450233609760991,0.0,0.064912531009477,0.0
2025-12-07,353,101.04198,227.05382,279.03714989918547,289,353.9699921974035,571.83,2.9510685059051767,6.134341256884706,0.07819701722860024,0.11802352703050745,401,45,0.04044940956352408,0.571072319201995,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9322068691253664,0.9073864817619324,-0.0002218196299043,0.0,39.92,0.0,59.049625,0.0,1.50347982919986,0.0,0.0,15.980000288409416,87.86999999999999,6.1374526,50.17325,0.13945513341494475,1.1400359308603982,0.003019628467486237,0.02468525085082537,337.98999190899417,444.0400000000001,94.90452,117.830956,2.811613372490231,3.490825496824448,0.07517738876111402,0.09333827617968207,98.98999708189771,0.0,23.758524,0.0,0.6977598859008786,0.0,0.018554673447111095,0.0,29.049999034226232,571.83,7.5778203,227.05382,0.2244982921134281,6.134341256884706,0.006002672895053588,0.11802352703050745,225.92999608127963,0.0,69.70562,0.0,2.0288103507268005,0.0,0.05363967152457437,0.0
2025-12-08,353,72.5757,130.76952,296.81608830310137,191,353.98999999999967,317.5200000000001,2.150106106504883,3.501871446747898,0.057489896807255414,0.0597842434050044,402,39,0.09559863270321589,0.7810945273631841,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0381054878234863,0.9030444622039796,-0.0001198277894011,0.0,32.23,0.0,45.196114,0.0,1.150751427957632,0.0,0.0,0.0,50.08,0.0,26.659935,0.0,0.6057667152688988,0.0,0.013116694762600764,353.98999999999967,235.20999999999998,72.5757,58.91348,2.1501061065048823,1.7453533035213669,0.05748989680725541,0.04666754864240364,102.96999814162369,0.0,12.630433,0.0,0.374185499868824,0.0,0.010005034499994398,0.0,28.21999946363265,317.5200000000001,6.0387,130.76952,0.17890075519260043,3.5018714467478973,0.004783478323998382,0.059784243405004406,222.8000023947434,0.0,53.906555,0.0,1.597019879696733,0.0,0.04270138473870343,0.0
2025-12-09,353,90.87522,156.44582,302.0174242783381,220,353.8800054592176,359.0799999999999,2.6625073379663227,4.213438613837196,0.07069290269361574,0.07383969484132628,395,38,2.7132784467327697e-08,0.47341772151898737,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0737435817718506,0.901496648788452,-0.0002864410924253,0.0,32.0,0.0,51.984985,0.0,1.3236046774627401,0.0,0.0,7.820000135992207,51.56,4.307136,29.678448,0.09786669257816663,0.6743533676556814,0.0021191120304509814,0.014601804725677368,346.06000532322537,275.52,86.568085,74.78237,2.564640645388156,2.2154805687187755,0.06857379066316474,0.05923789011564891,44.48000056863067,0.0,8.520385,0.0,0.25242241658059894,0.0,0.00674931280700668,0.0,22.41000023180909,359.0799999999999,5.413979,156.44582,0.16039296701803046,4.213438613837197,0.004288613987272145,0.07383969484132628,286.9900046587778,0.0,76.94086,0.0,2.249691954367693,0.0,0.0596549758993369,0.0
2025-12-10,353,272.03708,142.6751,457.59791156483686,198,353.90999670862715,343.87000000000006,7.40196709311793,3.8482426752383088,0.18691374658268886,0.07396352015738752,291,41,0.21992491432455166,0.8797250859106529,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.053473234176636,0.9027178287506104,-0.0002597338606096,0.0,27.91,0.0,36.974663,0.0,0.9414225743565747,0.0,0.0,106.2999990796296,52.540000000000006,95.21292,32.53756,2.1634269970504922,0.7393181138447211,0.04684478504053294,0.01600848938598131,247.60999762899752,263.42,176.82416,73.16289,5.23854009606744,2.167501987037012,0.1400689615421559,0.05795503077140622,16.63999955478468,0.0,7.3610334,0.0,0.21807581411916657,0.0,0.005830947603906371,0.0,25.01999947209408,343.87000000000006,18.425959,142.6751,0.5058988479658421,3.8482426752383083,0.012857629558932228,0.07396352015738754,312.24999768174837,0.0,246.25008,0.0,6.677992159750291,0.0,0.16822516282739824,0.0
