Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost
applied gen ai for digital transformation mit,USA,Exact match,existing,10.24000010368158,8.074419973030045,7.652588961257889,8.074419,9.514235994600996e-07,1.0430877
applied gen ai for digital transformation mit,USA,Broad match,existing,13.580000473141126,9.898809160030002,9.022023464477176,9.898809,-2.729533967738007e-07,9.02511
artificial intelligence short course online,USA,Exact match,existing,10.240000103681451,9.31993535313,8.430018575519222,9.319936,-4.455150186544188e-07,1.3262706
artificial intelligence short course online,USA,Phrase match,existing,10.240000103681467,9.772476147830002,8.430018257319443,9.772477,-1.0021333771703669e-06,6.063802
artificial intelligence short course online,USA,Broad match,existing,13.58000047314112,11.341245780330002,9.79945302997142,11.341247,-8.245894314029556e-07,9.499931
best course on artificial intelligence,B,Broad match,existing,0.1200054934902894,1.1851531861000009,-5.98259024542358e-08,1.1851532,-5.98259024542358e-08,0.0
best prompting courses,USA,Broad match,existing,7.560000086957904,5.57362646804,4.700553963042746,5.5736265,-5.020951210354952e-08,2.813984
mit,USA,Broad match,existing,1.379999978408439,0.5454354694400005,0.5356214380178623,0.5454353,1.600299053272636e-07,0.1224339
mit professional development,USA,Exact match,existing,15.759999505276966,11.849291345270002,10.914718410165632,11.849292,-4.561826347782017e-07,11.861576
mit professional development,USA,Phrase match,existing,15.759999505276957,12.10491089977,10.914718081128338,12.104911,4.9245098665551275e-08,12.4506
mit professional development,USA,Broad match,existing,15.75999950527696,15.154171950770005,13.764644510698895,15.154173,-9.465688641796532e-07,16.36301
mit professional development,A,Broad match,existing,15.759999505277005,17.57762070224,16.008880215141307,17.577621,-7.577209366615989e-07,16.36301
mit professional development,B,Broad match,existing,10.24000010368158,17.144159249100003,15.35680382612637,17.144161,-1.975265231379808e-06,12.269301
mit xpro ai,USA,Exact match,existing,59.72999797375692,46.99263860207,46.14546103697219,46.992634,4.782489924082256e-06,51.99125
mit xpro ai,USA,Phrase match,existing,59.72999797375692,47.697189315070005,46.59439192603955,47.697186,3.798712583602537e-06,52.30494
mit xpro ai,USA,Broad match,existing,59.72999797375693,50.40717570817,49.1050436977101,50.40717,6.3661289857464e-06,56.267815
online course generative ai,USA,Exact match,existing,13.58000047314112,10.75092559773,9.566453275266012,10.750926,-4.2003122935341253e-07,2.442203
online course generative ai,USA,Phrase match,existing,13.58000047314112,11.04048902933,9.56645305101274,11.04049,-1.121121659508617e-06,7.179733
online course generative ai,USA,Broad match,existing,8.780000104516173,8.48411152973,6.810740810774007,8.484111,6.975156452426745e-07,10.053761
prompt engineering course,USA,Broad match,new,7.560000086957905,5.784827311040001,4.448241431714134,5.784827,7.867916096415685e-08,2.9950073
